model,image_id,response_index,label,category,layer,target_token_id,competitor_token_id,prefix_excludes_target,prediction_position,clean_target_logit,clean_margin,gradient_clean_target_logit_abs_error,gradient_clean_margin_abs_error,a_logit_total,a_margin_total,a_margin_positive_mass,a_margin_negative_mass,a_margin_positive_minus_negative,a_margin_positive_fraction,a_margin_max_positive,a_margin_minimum,a_margin_positive_support_nonzero,a_margin_cancellation_ratio,logit_additivity_relative_error,margin_additivity_relative_error,visual_token_count
llava_1_5_7b,54133,90,HALL,handbag,16,1361,1250,True,682,17.0,0.15625,0.0,0.0,-0.0174762811511755,-0.0006988405948504806,0.021902088075876236,0.022600926458835602,-0.0006988383829593658,0.4600694477558136,0.0007013955037109554,-0.0031040185131132603,True,0.015703219920396805,2.131625933543546e-07,2.4987589313241187e-06,576
llava_1_5_7b,54133,90,HALL,handbag,24,1361,1250,True,682,17.0,0.15625,0.0,0.0,0.002533121034502983,0.0020624499302357435,0.032256774604320526,0.030194327235221863,0.0020624473690986633,0.3732638955116272,0.008301415480673313,-0.0028300127014517784,True,0.03302503377199173,1.6544644267924014e-06,1.4675763395644026e-06,576
llava_1_5_7b,54133,90,HALL,handbag,32,1361,1250,True,682,17.0,0.15625,0.0,0.0,-0.036864276975393295,0.12286344915628433,0.1252097487449646,0.0023462981916964054,0.12286344915628433,0.9409722089767456,0.00446058064699173,-0.0006776092341169715,True,0.9632114171981812,3.0316252264128707e-07,1.819234825006788e-07,576
llava_1_5_7b,527102,4,REAL,person,8,767,7303,True,596,17.59375,1.078125,0.0,0.0,0.03814166784286499,-0.005208373535424471,0.00623451080173254,0.011442884802818298,-0.005208374001085758,0.2951388955116272,0.00048518250696361065,-0.0006250964943319559,True,0.2946346402168274,0.0,8.940627083120489e-08,576
llava_1_5_7b,527102,4,REAL,person,16,767,7303,True,596,17.59375,1.078125,0.0,0.0,-0.03551757335662842,0.014025015756487846,0.034024678170681,0.019999662414193153,0.014025015756487846,0.4861111044883728,0.004778190050274134,-0.0014353478327393532,True,0.2596054971218109,1.0488582091738863e-07,1.3280879329613526e-07,576
llava_1_5_7b,527102,4,REAL,person,24,767,7303,True,596,17.59375,1.078125,0.0,0.0,0.0042167166247963905,-0.03353504836559296,0.004658219404518604,0.038193270564079285,-0.033535052090883255,0.2829861044883728,0.0007872406276874244,-0.003748482558876276,True,0.7825877666473389,2.2086435080836964e-07,1.1108646447155479e-07,576
llava_1_5_7b,527102,4,REAL,person,32,767,7303,True,596,17.59375,1.078125,0.0,0.0,0.028021343052387238,0.10595247149467468,0.1143161803483963,0.008363714441657066,0.10595246404409409,0.8454861044883728,0.0047933063469827175,-0.0005779257044196129,True,0.8636497855186462,2.6588955392981006e-07,0.0,576
llava_1_5_7b,527102,106,HALL,handbag,8,1361,14726,True,698,16.9375,0.84375,0.0,0.0,-0.004658547230064869,0.002741684904322028,0.004270399920642376,0.0015287147834897041,0.002741685137152672,0.7951388955116272,0.00021731641027145088,-0.0002079210535157472,True,0.4727764427661896,9.995846994570456e-08,8.492247616231907e-08,576
llava_1_5_7b,527102,106,HALL,handbag,16,1361,14726,True,698,16.9375,0.84375,0.0,0.0,-0.010957779362797737,0.03837002068758011,0.05748653784394264,0.019116519019007683,0.03837002068758011,0.6770833134651184,0.005372981075197458,-0.0015649350825697184,True,0.5008941292762756,4.2495935304032173e-07,0.0,576
llava_1_5_7b,527102,106,HALL,handbag,24,1361,14726,True,698,16.9375,0.84375,0.0,0.0,-0.008695178665220737,0.009134024381637573,0.027877867221832275,0.018743839114904404,0.009134028106927872,0.5052083134651184,0.002807494718581438,-0.004115130752325058,True,0.19591785967350006,3.213238812804775e-07,0.0,576
llava_1_5_7b,527102,106,HALL,handbag,32,1361,14726,True,698,16.9375,0.84375,0.0,0.0,-0.022905904799699783,-0.03896032273769379,0.029065309092402458,0.0680256336927414,-0.03896032273769379,0.269097238779068,0.007755754981189966,-0.003362928982824087,True,0.4012765884399414,8.131718232107232e-07,1.912350455768319e-07,576
llava_1_5_7b,485951,19,REAL,sink,8,28169,380,True,611,17.265625,0.890625,0.0,0.0,-0.006662318482995033,-0.010822677053511143,0.0024860792327672243,0.013308756984770298,-0.010822677984833717,0.269097238779068,0.001044859760440886,-0.00041561442776583135,True,0.685203492641449,1.3978953461446508e-07,8.605287860063981e-08,576
llava_1_5_7b,485951,19,REAL,sink,16,28169,380,True,611,17.265625,0.890625,0.0,0.0,-0.016659336164593697,-0.09210870414972305,0.030397308990359306,0.1225060224533081,-0.09210871160030365,0.6388888955116272,0.0021539865992963314,-0.03334232419729233,True,0.6023982763290405,1.118078998274541e-07,8.088898795222121e-08,576
llava_1_5_7b,485951,19,REAL,sink,24,28169,380,True,611,17.265625,0.890625,0.0,0.0,-0.008269441314041615,-0.009349685162305832,0.01705072820186615,0.026400411501526833,-0.009349683299660683,0.5659722089767456,0.00219367234967649,-0.0011104673612862825,True,0.2151769995689392,1.1262220311891724e-07,9.96100553152246e-08,576
llava_1_5_7b,485951,19,REAL,sink,32,28169,380,True,611,17.265625,0.890625,0.0,0.0,-0.09375548362731934,0.032608769834041595,0.09309312701225281,0.06048435717821121,0.032608769834041595,0.7135416865348816,0.0025746626779437065,-0.004313175100833178,True,0.21232780814170837,7.946821511950475e-08,6.854523348920338e-07,576
llava_1_5_7b,485951,160,HALL,book,8,3143,12580,True,752,17.734375,0.484375,0.0,0.0,-0.0003366071032360196,-0.0016020919429138303,0.0008963533327914774,0.0024984453339129686,-0.001602092059329152,0.1545138955116272,0.00023977895034477115,-0.0001052531588356942,True,0.47192543745040894,1.4698615586894448e-06,0.0,576
llava_1_5_7b,485951,160,HALL,book,16,3143,12580,True,752,17.734375,0.484375,0.0,0.0,-0.0038767214864492416,-0.006456166971474886,0.024657396599650383,0.03111356496810913,-0.006456168368458748,0.3680555522441864,0.006513257510960102,-0.002902287058532238,True,0.11576217412948608,1.201173063236638e-07,2.1637971769905562e-07,576
llava_1_5_7b,485951,160,HALL,book,24,3143,12580,True,752,17.734375,0.484375,0.0,0.0,0.00571649381890893,0.01360258087515831,0.02423212304711342,0.010629542171955109,0.01360258087515831,0.6666666865348816,0.002902479376643896,-0.0007473474252037704,True,0.3901873528957367,4.0729639749770286e-07,0.0,576
llava_1_5_7b,485951,160,HALL,book,32,3143,12580,True,752,17.734375,0.484375,0.0,0.0,-0.053497314453125,0.05151780694723129,0.054753147065639496,0.0032353363931179047,0.05151781067252159,0.9149305820465088,0.0016777024138718843,-0.0005130626377649605,True,0.8884143829345703,1.3927015629633388e-07,1.4462148101301864e-07,576
llava_1_5_7b,265777,4,REAL,person,8,6114,9560,True,596,20.765625,1.5625,0.0,0.0,-0.017659880220890045,-0.012150805443525314,0.007669526152312756,0.019820332527160645,-0.012150806374847889,0.6215277910232544,0.00056728400522843,-0.001763313775882125,True,0.4420105218887329,0.0,7.664697676545984e-08,576
llava_1_5_7b,265777,4,REAL,person,16,6114,9560,True,596,20.765625,1.5625,0.0,0.0,0.026401324197649956,-0.022270772606134415,0.038139574229717255,0.06041034311056137,-0.022270768880844116,0.7135416865348816,0.002677867654711008,-0.006671404466032982,True,0.22598469257354736,7.055120931909187e-08,8.363631565089236e-08,576
llava_1_5_7b,265777,4,REAL,person,24,6114,9560,True,596,20.765625,1.5625,0.0,0.0,0.013940556906163692,0.00044949338189326227,0.00797271728515625,0.00752322468906641,0.00044949259608983994,0.4947916567325592,0.0011358358897268772,-0.0004953175666742027,True,0.029007164761424065,6.6806705945055e-08,6.474807179301934e-08,576
llava_1_5_7b,265777,4,REAL,person,32,6114,9560,True,596,20.765625,1.5625,0.0,0.0,-0.13619586825370789,-0.05497188866138458,0.023115210235118866,0.07808709889650345,-0.05497188866138458,0.1059027761220932,0.010833904147148132,-0.001064966549165547,True,0.5431880950927734,4.376393576421833e-07,6.776718208811872e-08,576
llava_1_5_7b,265777,97,HALL,book,8,3143,274,True,689,18.765625,0.984375,0.0,0.0,0.004437635652720928,0.008846377022564411,0.00910639576613903,0.0002600189473014325,0.008846377022564411,0.78125,0.00043153954902663827,-2.7233529181103222e-05,True,0.9444785714149475,1.0493455704363441e-07,2.1055461729702074e-07,576
llava_1_5_7b,265777,97,HALL,book,16,3143,274,True,689,18.765625,0.984375,0.0,0.0,0.06456105411052704,0.08583202958106995,0.09846941381692886,0.012637387961149216,0.08583202958106995,0.5277777910232544,0.02171153947710991,-0.0005295654991641641,True,0.7725182175636292,0.0,0.0,576
llava_1_5_7b,265777,97,HALL,book,24,3143,274,True,689,18.765625,0.984375,0.0,0.0,0.005217254627496004,0.002641091588884592,0.015139253810048103,0.012498161755502224,0.0026410920545458794,0.6041666865348816,0.002498516347259283,-0.0023096823133528233,True,0.09556218236684799,8.925407968263244e-08,5.289415412335075e-07,576
llava_1_5_7b,265777,97,HALL,book,32,3143,274,True,689,18.765625,0.984375,0.0,0.0,-0.02287885919213295,0.10186998546123505,0.11474144458770752,0.012871462851762772,0.10186998546123505,0.8993055820465088,0.002718935487791896,-0.007502413354814053,True,0.7982733845710754,1.6282672277156962e-07,7.313813910059253e-08,576
llava_1_5_7b,478407,4,REAL,person,8,767,4123,True,596,21.25,2.203125,0.0,0.0,0.02890946716070175,-0.023529691621661186,0.001648816978558898,0.02517850697040558,-0.023529689759016037,0.4513888955116272,9.362711716676131e-05,-0.0010266705648973584,True,0.8770792484283447,6.443028865987799e-08,0.0,576
llava_1_5_7b,478407,4,REAL,person,16,767,4123,True,596,21.25,2.203125,0.0,0.0,0.02416398748755455,-0.0628378689289093,0.007966691628098488,0.07080455869436264,-0.0628378689289093,0.4010416567325592,0.0007749261567369103,-0.0068588824942708015,True,0.7977259755134583,3.083341653109528e-07,0.0,576
llava_1_5_7b,478407,4,REAL,person,24,767,4123,True,596,21.25,2.203125,0.0,0.0,0.01135118119418621,-0.009483037516474724,0.004330771509557962,0.013813810423016548,-0.009483039379119873,0.1857638955116272,0.0015527866780757904,-0.0011552725918591022,True,0.5226374268531799,0.0,1.9641858273189428e-07,576
llava_1_5_7b,478407,4,REAL,person,32,767,4123,True,596,21.25,2.203125,0.0,0.0,-0.0759958028793335,0.11478549242019653,0.1286710947751999,0.013885604217648506,0.11478549242019653,0.8697916865348816,0.005933819338679314,-0.0017065736465156078,True,0.8051918745040894,3.92157630813017e-07,6.490873261100205e-08,576
llava_1_5_7b,478407,88,HALL,couch,8,274,11774,True,680,20.15625,0.015625,0.0,0.0,0.014060650952160358,0.0018179574981331825,0.004449531435966492,0.0026315737050026655,0.0018179577309638262,0.5503472089767456,0.0003301342367194593,-0.00014333403669297695,True,0.25673359632492065,6.62360974956755e-08,3.8421782733166765e-07,576
llava_1_5_7b,478407,88,HALL,couch,16,274,11774,True,680,20.15625,0.015625,0.0,0.0,-0.02994436025619507,-0.03860606253147125,0.00978208240121603,0.04838814586400986,-0.03860606253147125,0.362847238779068,0.0009519040468148887,-0.003611002815887332,True,0.6636739373207092,0.0,0.0,576
llava_1_5_7b,478407,88,HALL,couch,24,274,11774,True,680,20.15625,0.015625,0.0,0.0,0.018851373344659805,0.03868976980447769,0.04711127281188965,0.008421502076089382,0.03868976980447769,0.7708333134651184,0.007510838098824024,-0.0021464505698531866,True,0.6967015266418457,0.0,1.9257232963809656e-07,576
llava_1_5_7b,478407,88,HALL,couch,32,274,11774,True,680,20.15625,0.015625,0.0,0.0,-0.1516319215297699,0.03848021849989891,0.04956459254026413,0.011084374040365219,0.03848021849989891,0.725694477558136,0.007090554106980562,-0.0006460478762164712,True,0.6344744563102722,3.9308787336267415e-07,1.1617249811024521e-06,576
llava_1_5_7b,417373,10,REAL,dining table,8,553,6601,True,602,17.125,0.46875,0.0,0.0,-0.020445886999368668,-0.016521736979484558,0.0008404945256188512,0.017362229526042938,-0.01652173511683941,0.1510416716337204,0.00017825464601628482,-0.0005323674995452166,True,0.9076517820358276,0.0,0.0,576
llava_1_5_7b,417373,10,REAL,dining table,16,553,6601,True,602,17.125,0.46875,0.0,0.0,0.008145289495587349,-0.07599271833896637,0.02275969088077545,0.09875240921974182,-0.07599271833896637,0.5434027910232544,0.004009570926427841,-0.012791636399924755,True,0.6253921985626221,3.4301626783417305e-07,0.0,576
llava_1_5_7b,417373,10,REAL,dining table,24,553,6601,True,602,17.125,0.46875,0.0,0.0,-0.024504058063030243,-0.029709255322813988,0.00431674113497138,0.03402599319815636,-0.02970925159752369,0.4392361044883728,0.0004198807291686535,-0.004823353141546249,True,0.7748339772224426,1.520275105804103e-07,0.0,576
llava_1_5_7b,417373,10,REAL,dining table,32,553,6601,True,602,17.125,0.46875,0.0,0.0,-0.32444387674331665,-0.5332697033882141,0.0067824749276041985,0.5400521755218506,-0.5332697033882141,0.01909722201526165,0.0014139028498902917,-0.007893150672316551,True,0.9751936197280884,0.0,2.2354403483859642e-07,576
llava_1_5_7b,417373,89,HALL,backpack,8,1250,2022,True,681,16.296875,0.140625,0.015625,0.015625,-0.002445198828354478,0.001718243001960218,0.006072551477700472,0.004354308359324932,0.0017182431183755398,0.6302083134651184,0.0004861357156187296,-0.00036565843038260937,True,0.1647900640964508,2.8565861498464074e-07,6.77525378023347e-08,576
llava_1_5_7b,417373,89,HALL,backpack,16,1250,2022,True,681,16.296875,0.140625,0.015625,0.015625,0.014112986624240875,0.041146695613861084,0.06728074699640274,0.026134047657251358,0.04114669933915138,0.5451388955116272,0.006674314849078655,-0.003771792398765683,True,0.4404730200767517,6.599046287192323e-08,0.0,576
llava_1_5_7b,417373,89,HALL,backpack,24,1250,2022,True,681,16.296875,0.140625,0.015625,0.015625,-0.006865043193101883,0.0098505774512887,0.037475984543561935,0.02762540429830551,0.009850580245256424,0.506944477558136,0.006404895801097155,-0.005519659258425236,True,0.15131132304668427,3.39153814366e-07,2.836348471646488e-07,576
llava_1_5_7b,417373,89,HALL,backpack,32,1250,2022,True,681,16.296875,0.140625,0.015625,0.015625,-0.16897276043891907,-0.2133236527442932,0.023563504219055176,0.2368871569633484,-0.2133236527442932,0.0746527761220932,0.014791704714298248,-0.004666594788432121,True,0.8190559148788452,8.818675922839248e-08,1.3970473844437947e-07,576
llava_1_5_7b,28682,9,REAL,microwave,8,20710,380,True,601,17.265625,0.40625,0.0,0.0,-0.01346495933830738,-0.0433744452893734,0.016502339392900467,0.059876780956983566,-0.0433744415640831,0.362847238779068,0.000711390282958746,-0.0030190800316631794,True,0.5678835511207581,2.766656166386383e-07,8.588674660359175e-08,576
llava_1_5_7b,28682,9,REAL,microwave,16,20710,380,True,601,17.265625,0.40625,0.0,0.0,0.1086394190788269,0.03342022746801376,0.1553640216588974,0.12194378674030304,0.03342023491859436,0.3871527910232544,0.028195204213261604,-0.0054718563333153725,True,0.12051671743392944,2.057425092516496e-07,1.1146811829121361e-07,576
llava_1_5_7b,28682,9,REAL,microwave,24,20710,380,True,601,17.265625,0.40625,0.0,0.0,-0.010953616350889206,-0.0038115703500807285,0.011351525783538818,0.01516309566795826,-0.0038115698844194412,0.6336805820465088,0.0008718871977180243,-0.0023641386069357395,True,0.1437535285949707,1.7004845176415984e-07,3.665112444650731e-07,576
llava_1_5_7b,28682,9,REAL,microwave,32,20710,380,True,601,17.265625,0.40625,0.0,0.0,-0.18562588095664978,0.03355731815099716,0.0759882926940918,0.042430978268384933,0.03355731442570686,0.7760416865348816,0.001640618545934558,-0.007181533612310886,True,0.28337714076042175,8.027524245335371e-08,6.660769713562331e-07,576
llava_1_5_7b,28682,115,HALL,spoon,8,805,7592,True,707,17.90625,0.921875,0.0,0.0,0.0034450311213731766,0.007163170259445906,0.00775590306147933,0.0005927328020334244,0.007163170259445906,0.9027777910232544,0.00024407928867731243,-0.0001053642263286747,True,0.8580048084259033,0.0,1.3001539400647744e-07,576
llava_1_5_7b,28682,115,HALL,spoon,16,805,7592,True,707,17.90625,0.921875,0.0,0.0,0.010987716726958752,0.02034076862037182,0.026566555723547935,0.006225787103176117,0.02034076862037182,0.7170138955116272,0.001090043573640287,-0.0005586874904111028,True,0.6202901601791382,0.0,0.0,576
llava_1_5_7b,28682,115,HALL,spoon,24,805,7592,True,707,17.90625,0.921875,0.0,0.0,-0.013601554557681084,0.001287585124373436,0.04549723118543625,0.04420964792370796,0.0012875832617282867,0.1840277761220932,0.020214345306158066,-0.010454670526087284,True,0.014353249222040176,0.0,1.4466211268882034e-06,576
llava_1_5_7b,28682,115,HALL,spoon,32,805,7592,True,707,17.90625,0.921875,0.0,0.0,-0.19749975204467773,-0.134236678481102,0.004021311178803444,0.1382579803466797,-0.1342366635799408,0.03125,0.001812690868973732,-0.0015242197550833225,True,0.9434730410575867,0.0,1.110066421006195e-07,576
llava_1_5_7b,321811,4,REAL,person,8,6114,2022,True,596,20.171875,2.328125,0.0,0.0,0.01460285671055317,-0.006583637557923794,0.0035118029918521643,0.010095440782606602,-0.006583637557923794,0.390625,0.0006796474335715175,-0.0011299471370875835,True,0.48383328318595886,0.0,7.073009555824683e-08,576
llava_1_5_7b,321811,4,REAL,person,16,6114,2022,True,596,20.171875,2.328125,0.0,0.0,0.03626195341348648,0.04675869643688202,0.07055801153182983,0.023799316957592964,0.04675869643688202,0.3072916567325592,0.008160463534295559,-0.0013932997826486826,True,0.49554917216300964,1.027327627411978e-07,1.593410985378796e-07,576
llava_1_5_7b,321811,4,REAL,person,24,6114,2022,True,596,20.171875,2.328125,0.0,0.0,0.019516440108418465,0.003685509320348501,0.012338907457888126,0.008653398603200912,0.003685508854687214,0.8107638955116272,0.0015397586394101381,-0.0025726635940372944,True,0.17556478083133698,0.0,1.2634922086363076e-07,576
llava_1_5_7b,321811,4,REAL,person,32,6114,2022,True,596,20.171875,2.328125,0.0,0.0,-0.16637066006660461,-0.08122363686561584,0.014632901176810265,0.09585653245449066,-0.08122362941503525,0.02777777798473835,0.007597656920552254,-0.0015602495986968279,True,0.7351258397102356,8.956605057619527e-08,9.172922688094332e-08,576
llava_1_5_7b,321811,96,HALL,refrigerator,8,337,270,True,688,18.109375,0.484375,0.0,0.0,-0.0030270253773778677,0.0009748229058459401,0.002321286592632532,0.0013464638032019138,0.0009748227894306183,0.8333333134651184,7.391898543573916e-05,-0.0002595779951661825,True,0.2657822370529175,0.0,1.1942204025672254e-07,576
llava_1_5_7b,321811,96,HALL,refrigerator,16,337,270,True,688,18.109375,0.484375,0.0,0.0,-0.000427266932092607,0.016222748905420303,0.030170369893312454,0.013947621919214725,0.016222748905420303,0.6336805820465088,0.0010369709925726056,-0.004421480931341648,True,0.36771273612976074,2.4521798422938446e-06,1.148168493614321e-07,576
llava_1_5_7b,321811,96,HALL,refrigerator,24,337,270,True,688,18.109375,0.484375,0.0,0.0,0.010134879499673843,0.05084878206253052,0.05934040620923042,0.00849162321537733,0.05084878206253052,0.6614583134651184,0.012766298837959766,-0.0011421157978475094,True,0.7496278882026672,1.8378558763743058e-07,0.0,576
llava_1_5_7b,321811,96,HALL,refrigerator,32,337,270,True,688,18.109375,0.484375,0.0,0.0,-0.15622054040431976,0.010395186021924019,0.033530376851558685,0.023135190829634666,0.010395186021924019,0.522569477558136,0.0015455696266144514,-0.0007509982096962631,True,0.18344801664352417,9.53854097929252e-08,3.5836674783240596e-07,576
llava_1_5_7b,113588,8,REAL,person,8,2305,1757,True,600,21.765625,1.65625,0.0,0.0,-0.010247706435620785,-0.013993006199598312,0.0029980898834764957,0.01699109561741352,-0.013993006199598312,0.1684027761220932,0.0002768101985566318,-0.0007627124432474375,True,0.7000287771224976,1.8176211824538768e-07,0.0,576
llava_1_5_7b,113588,8,REAL,person,16,2305,1757,True,600,21.765625,1.65625,0.0,0.0,0.04771780967712402,-0.04713219776749611,0.06804919242858887,0.11518137156963348,-0.04713217914104462,0.5746527910232544,0.007274191826581955,-0.008746541105210781,True,0.25722888112068176,1.5613834136729565e-07,7.903917520479808e-08,576
llava_1_5_7b,113588,8,REAL,person,24,2305,1757,True,600,21.765625,1.65625,0.0,0.0,-0.0017694891430437565,-0.003811519593000412,0.0049964990466833115,0.008808018639683723,-0.003811519593000412,0.3368055522441864,0.0022486206144094467,-0.0007323679747059941,True,0.27610668540000916,6.579035982667847e-08,6.108604111432214e-08,576
llava_1_5_7b,113588,8,REAL,person,32,2305,1757,True,600,21.765625,1.65625,0.0,0.0,-0.015517808496952057,-0.13407385349273682,0.004477322567254305,0.13855116069316864,-0.13407383859157562,0.046875,0.0009573169518262148,-0.002015896374359727,True,0.9373927116394043,1.920520162457251e-06,2.2228293516945996e-07,576
llava_1_5_7b,113588,121,HALL,handbag,8,1361,1250,True,713,19.3125,1.546875,0.0,0.0,0.003348302561789751,-0.001122950343415141,0.0003579125041142106,0.0014808629639446735,-0.001122950459830463,0.3454861044883728,3.392497819731943e-05,-0.00023852623417042196,True,0.610705554485321,1.390738617601528e-07,1.0366917280180132e-07,576
llava_1_5_7b,113588,121,HALL,handbag,16,1361,1250,True,713,19.3125,1.546875,0.0,0.0,0.16702675819396973,0.003843492828309536,0.02032768540084362,0.01648419350385666,0.0038434918969869614,0.4340277910232544,0.0019408289808779955,-0.001711526419967413,True,0.10440903156995773,8.921420402430158e-08,2.4231158590737323e-07,576
llava_1_5_7b,113588,121,HALL,handbag,24,1361,1250,True,713,19.3125,1.546875,0.0,0.0,-0.006047107744961977,0.013493884354829788,0.028660167008638382,0.015166284516453743,0.013493882492184639,0.5138888955116272,0.012483238242566586,-0.0018793579656630754,True,0.30789363384246826,7.700563031676211e-08,2.760725692496635e-07,576
llava_1_5_7b,113588,121,HALL,handbag,32,1361,1250,True,713,19.3125,1.546875,0.0,0.0,-0.0036914367228746414,0.13285623490810394,0.13753703236579895,0.004680801182985306,0.13285623490810394,0.9270833134651184,0.008634399622678757,-0.0005979023990221322,True,0.9341741800308228,2.5229335278709186e-06,0.0,576
llava_1_5_7b,104495,7,REAL,dining table,8,1591,5716,True,599,27.90625,4.875,0.0,0.0,-0.004178080707788467,0.06174232438206673,0.09663814306259155,0.03489580750465393,0.06174233555793762,0.6805555820465088,0.003652394749224186,-0.0037270060274749994,True,0.4694021940231323,0.0,1.8100823240274622e-07,576
llava_1_5_7b,104495,7,REAL,dining table,16,1591,5716,True,599,27.90625,4.875,0.0,0.0,-0.029146302491426468,-0.04186283424496651,0.006598263513296843,0.04846109822392464,-0.04186283424496651,0.253472238779068,0.00042916295933537185,-0.0030930503271520138,True,0.760321855545044,1.2781349312263046e-07,8.898800274437235e-08,576
llava_1_5_7b,104495,7,REAL,dining table,24,1591,5716,True,599,27.90625,4.875,0.0,0.0,0.009338177740573883,0.0061427210457623005,0.007862333208322525,0.0017196123953908682,0.006142720580101013,0.8836805820465088,0.001066057477146387,-0.0004892365541309118,True,0.6410723924636841,9.973280867825451e-08,0.0,576
llava_1_5_7b,104495,7,REAL,dining table,32,1591,5716,True,599,27.90625,4.875,0.0,0.0,0.22706538438796997,0.1530844122171402,0.18994823098182678,0.03686381131410599,0.1530844271183014,0.78125,0.015531024895608425,-0.002462614793330431,True,0.6749395728111267,6.562497389950295e-08,9.73395160031032e-08,576
